yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,registered_state,make,model,total_owners,original_price,car_rating,warranty_avail
2016,1,34733,390799,3,1,5,1,41,2,467807.0,1,2
2014,1,24024,327499,1,1,5,2,44,3,288599.0,2,2
2018,1,6319,605499,2,1,5,8,110,1,526650.0,1,2
2015,1,26447,551099,1,1,5,1,104,1,557685.0,1,2
2012,1,51798,363799,1,1,5,2,59,2,297907.5,1,2
2012,1,59439,297699,1,1,5,5,50,3,263129.0,1,2
2010,1,46077,356299,1,1,5,2,59,1,356399.0,1,2
2011,1,23688,345599,1,1,5,1,117,2,342471.0,1,2
2016,1,5063,276099,1,2,5,8,77,1,167699.0,2,2
2013,1,33334,278899,1,1,5,1,10,1,304299.0,1,2
2012,1,67714,258499,1,1,5,2,98,1,242799.0,1,2
2017,1,26136,750499,3,1,5,4,120,1,780741.0,1,2
2017,1,17259,1174426,3,2,5,2,33,1,1026099.5,1,2
2018,1,17306,795399,1,2,5,1,16,1,810791.0,1,2
2014,1,49713,572699,2,1,5,2,114,1,535360.0,1,2
2016,1,38561,482999,1,1,5,2,56,2,488119.5,1,2
2016,1,31393,355099,1,1,5,1,11,1,300764.0,1,2
2014,1,43623,498399,1,1,5,2,42,1,603009.0,1,2
2010,1,43093,381399,1,1,5,1,104,1,467108.0,1,2
2016,1,30212,421599,1,1,5,2,59,1,297907.5,1,2
2011,1,42935,242699,1,1,5,1,11,2,300764.0,2,2
2015,1,21156,563799,1,1,5,1,104,1,566374.0,1,2
2015,1,8664,209899,1,1,5,8,77,1,213299.0,1,2
2010,1,52160,296499,1,1,5,1,117,1,296599.0,1,2
2011,1,97999,446299,2,1,5,4,27,1,527424.0,1,2
2010,1,52027,327899,1,1,5,2,59,1,297907.5,1,2
2014,1,34233,505599,2,1,5,2,123,1,466299.0,1,2
2016,1,34081,329299,1,1,5,1,10,1,304299.0,1,2
2016,2,33834,615999,1,1,5,1,104,1,626815.0,1,2
2009,1,37025,287999,1,1,5,2,59,3,297907.5,1,2
2016,1,19581,650499,1,1,5,2,61,1,663517.0,1,2
2020,1,5975,742299,1,1,5,1,104,1,467108.0,1,2
2012,1,58683,295699,1,1,5,1,11,1,300764.0,1,2
2014,1,28276,497299,1,1,5,2,56,2,488119.5,1,2
2015,1,40878,633399,1,1,5,2,42,2,603009.0,1,2
2013,2,107116,463899,2,1,5,1,105,2,451699.0,1,2
2015,2,63035,576399,1,1,5,1,104,1,579152.0,1,2
2017,1,31833,623299,1,1,5,1,16,1,632531.0,1,2
2014,1,42772,528499,2,1,5,1,105,1,530908.0,1,2
2014,1,46178,318399,1,1,5,2,98,1,242799.0,1,2
2015,1,39157,262199,1,2,5,8,77,1,167699.0,2,2
2010,1,67106,427999,2,1,5,4,27,2,527424.0,1,2
2014,2,79961,649899,2,2,5,2,114,1,535360.0,1,2
2013,2,78085,612399,3,1,5,5,40,2,695814.0,1,2
2010,1,41586,243199,1,1,5,14,17,1,166870.0,2,2
2013,1,56566,466899,1,1,5,1,104,1,467108.0,1,2
2012,1,108611,359199,1,1,5,2,59,1,297907.5,1,2
2016,2,22224,794799,3,1,5,10,108,1,797499.0,1,2
2009,1,82548,320699,1,1,5,2,60,2,355277.0,1,2
2014,1,51284,368299,1,1,5,2,98,1,242799.0,1,2
2017,1,35956,512799,1,1,5,2,56,2,488119.5,1,2
2008,1,85451,318399,2,1,5,1,105,1,451699.0,2,2
2008,1,62730,259599,1,1,5,2,59,3,297907.5,1,2
2014,1,54694,477599,2,1,5,2,123,1,466299.0,1,2
2014,1,68796,503199,2,1,5,1,105,2,451699.0,1,2
2012,2,102509,502399,2,1,5,1,105,1,451699.0,1,2
2013,1,47077,293899,1,1,5,1,10,1,304299.0,2,2
2010,1,127516,209899,1,1,5,1,11,2,211508.0,1,2
2015,1,43825,317499,1,1,5,2,44,2,288599.0,2,2
2009,1,58231,250299,1,2,5,2,59,2,297907.5,1,2
2012,2,70204,309299,1,1,5,5,50,1,263129.0,1,2
2015,2,54713,689899,3,1,5,3,37,1,698693.0,1,2
2009,1,70598,234199,1,1,5,1,127,1,215567.0,1,2
2018,2,24962,1445510,3,2,5,8,58,2,1511267.0,1,2
2018,2,23055,758999,1,2,5,1,104,1,795576.0,1,2
2017,1,37166,634699,1,2,5,1,62,1,637000.0,1,2
2008,1,10036,303599,1,1,5,2,59,1,297907.5,1,2
2010,4,73792,238599,1,1,5,2,98,3,242799.0,1,2
2011,1,98592,357499,1,1,5,2,60,1,355277.0,1,2
2010,1,91316,324799,1,1,5,2,60,1,355277.0,1,2
2008,1,63300,276399,2,1,5,2,114,2,535360.0,2,2
2018,1,11385,706199,1,1,5,2,42,2,603009.0,1,2
2017,2,25418,823899,3,1,5,10,108,1,842331.0,1,2
2016,2,55352,716699,1,1,5,2,61,1,588366.0,1,2
2011,1,81592,355899,1,1,5,2,59,2,297907.5,1,2
2017,1,50808,370899,3,1,5,1,41,1,467807.0,1,2
2015,2,93281,1110089,4,2,5,16,82,1,1158486.0,1,2
2017,2,37316,740599,1,1,5,2,42,1,758267.0,1,2
2015,2,58605,764199,3,1,5,1,45,1,749344.0,1,2
2013,2,98270,562799,3,1,5,1,45,1,749344.0,1,2
2016,1,64613,640799,1,2,5,11,84,2,646154.0,1,2
2015,1,64770,599199,2,1,5,2,114,2,535360.0,1,2
2017,1,45023,702799,1,1,5,2,42,1,603009.0,1,2
2010,1,76606,254899,1,1,5,1,9,1,238999.0,2,2
2013,1,69878,403699,1,1,5,1,92,1,322798.0,1,2
2013,1,74517,342599,3,1,5,14,43,2,435000.0,1,2
2015,1,86000,314599,1,1,5,2,59,3,326600.0,1,2
2019,2,11297,1050600,3,2,5,1,115,1,1093451.0,1,2
2011,1,77395,254499,1,1,5,1,9,2,238999.0,2,2
2008,2,75799,336399,1,1,5,1,104,1,467108.0,1,2
2010,1,84426,328999,1,1,5,2,59,1,297907.5,1,2
2008,2,64242,624899,3,1,5,7,64,2,831639.0,1,2
2010,1,98306,401099,2,1,5,4,27,2,527424.0,1,2
2015,1,111252,384499,1,1,5,1,117,1,342471.0,1,2
2015,1,68404,388199,1,1,5,1,117,2,342471.0,1,2
2016,2,68918,748899,2,2,5,16,89,1,768903.0,1,2
2012,1,86258,385799,1,2,5,2,59,2,297907.5,1,2
2013,2,89822,574599,3,1,5,5,40,2,594595.0,1,2
2014,1,75878,394399,1,2,5,1,24,2,408999.0,1,2
2010,1,122392,380699,2,1,5,4,27,1,527424.0,1,2
2011,1,96296,399299,1,1,5,2,60,1,355277.0,1,2
2013,2,82572,783999,5,1,5,10,124,2,859043.0,1,2
2011,1,96353,298199,3,1,5,1,41,2,467807.0,2,2
2016,1,80315,618899,1,1,5,2,42,1,603009.0,1,2
2015,2,86685,1288354,3,1,5,7,64,2,1338500.0,1,2
2014,1,82474,248299,1,1,5,1,10,1,304299.0,1,2
2012,2,121747,438899,2,1,5,2,114,2,535360.0,1,2
2008,1,120155,136999,1,1,5,1,127,1,188792.0,1,2
2018,2,92152,796199,3,1,5,10,108,1,819942.0,1,2
2010,2,147768,318499,1,1,5,1,104,1,467108.0,1,2
2016,2,123181,685699,3,1,5,1,115,1,843780.0,1,2
2014,2,116056,538299,1,1,5,1,104,1,467108.0,1,2
2015,1,132016,583799,3,1,5,5,40,1,695814.0,1,2
2009,2,204298,729499,3,1,5,7,64,2,831639.0,1,2
2009,2,184755,676099,3,1,5,7,64,3,831639.0,1,2
2017,2,128855,749799,3,1,5,1,115,1,774670.0,1,2
2011,1,28016,197399,1,1,5,2,44,1,227210.0,1,2
2013,1,23047,129999,1,1,5,8,77,2,167699.0,1,2
2012,1,29225,279199,1,1,5,2,44,1,288599.0,1,2
2020,1,4108,419199,3,1,5,1,41,1,446500.0,1,2
2013,1,35165,267699,1,1,5,1,10,2,304299.0,1,2
2016,1,10813,550499,1,2,5,2,56,1,556349.0,1,2
2008,1,43520,198499,1,1,5,2,98,2,247183.0,1,2
2018,1,8996,531299,1,1,5,8,109,1,537410.0,1,2
2014,1,13455,234299,1,1,5,9,54,2,224992.0,1,2
2011,1,24421,287699,1,1,5,1,117,2,342471.0,1,2
2016,1,9495,302899,1,1,5,3,69,1,304827.0,1,2
2011,1,52088,343299,1,1,5,7,47,1,354299.0,1,2
2019,1,12639,581299,2,1,5,7,46,1,612134.0,1,2
2021,1,60,534999,1,1,5,8,109,1,483986.5,1,2
2014,1,40705,365099,1,1,5,1,24,1,365199.0,1,2
2013,2,34831,372099,1,1,5,2,56,2,446120.0,1,2
2010,4,42663,186099,1,1,5,14,101,1,128120.0,2,2
2016,1,9146,452099,1,2,5,1,24,2,408999.0,1,2
2015,1,22996,650799,2,1,5,2,114,1,671069.0,1,2
2012,1,52636,257499,1,1,5,14,17,1,166870.0,1,2
2013,1,29482,271199,1,1,5,2,44,1,288599.0,1,2
2013,1,37821,267399,1,1,5,1,10,1,267499.0,1,2
2017,1,10661,601299,1,1,5,4,66,1,630470.0,1,2
2016,1,30997,305999,1,1,5,3,69,1,349500.0,1,2
2014,1,37541,485999,2,1,5,1,105,1,634130.0,1,2
2009,1,26432,220299,1,1,5,1,9,1,287850.0,1,2
2010,1,48772,208199,1,1,5,1,11,3,300764.0,1,2
2014,1,10441,512499,1,1,5,2,42,1,514998.0,1,2
2011,1,59498,291599,1,1,5,5,50,1,263129.0,1,2
2017,1,29343,591999,1,1,5,4,66,1,564900.0,1,2
2019,1,10412,476499,1,1,5,1,24,1,479500.0,1,2
2013,2,42474,368399,1,1,5,5,50,1,263129.0,1,2
2011,1,54590,393199,2,1,5,7,46,1,322053.0,1,2
2019,1,8721,660999,1,1,5,1,16,1,681440.0,1,2
2017,1,15912,483199,1,1,5,2,56,1,487065.0,1,2
2015,1,25667,343299,1,1,5,8,19,1,386199.5,1,2
2013,2,53501,397999,3,1,5,10,88,1,399060.0,1,2
2018,1,22088,530599,1,1,5,8,109,1,483986.5,1,2
2014,1,21026,540799,1,1,5,1,104,1,467108.0,1,2
2018,1,41383,404499,1,1,5,1,24,1,517196.0,1,1
2015,1,45210,210599,1,2,5,8,77,3,167699.0,1,2
2011,2,53218,540399,3,1,5,10,100,1,1012114.0,1,2
2014,1,55172,494899,1,1,5,1,104,1,467108.0,1,2
2016,1,32084,637099,2,1,5,4,27,2,654793.0,1,2
2017,2,27457,644599,3,1,1,1,45,1,646809.0,1,2
2019,1,10350,544199,1,1,5,1,104,1,555430.0,1,2
2014,1,64595,561199,2,1,5,2,114,1,535360.0,1,2
2015,1,32531,488399,1,1,5,2,56,1,493251.0,1,2
2017,1,5258,630699,1,1,5,1,16,2,646607.0,1,2
2016,1,9251,264399,1,2,5,8,77,1,167699.0,2,2
2012,1,59779,331399,1,1,5,5,50,2,263129.0,1,2
2015,1,43203,433099,2,1,5,1,105,3,530189.0,1,2
2012,1,38309,511699,2,1,5,4,27,1,527424.0,1,2
2010,1,53440,303799,1,1,5,5,50,1,263129.0,2,2
2016,1,34441,647599,2,1,5,1,26,1,696199.0,1,2
2016,1,60212,979899,4,2,5,7,32,2,1032074.0,1,2
2016,2,34642,639299,1,1,5,11,84,1,656877.0,1,2
2014,1,47469,510799,1,1,5,1,104,1,467108.0,1,2
2017,1,18822,597399,1,1,5,1,16,1,704550.0,1,2
2012,1,53321,523699,2,1,5,4,27,1,527424.0,1,2
2019,2,20413,928599,1,1,5,1,16,1,934978.0,1,2
2015,1,51020,727999,2,1,5,4,27,1,527424.0,1,2
2012,2,31349,474599,2,1,5,16,89,1,468675.0,2,2
2011,1,68541,487499,2,1,5,2,114,2,535360.0,1,2
2015,2,37447,787599,3,1,5,1,45,1,812116.0,1,2
2011,2,102067,434299,3,1,5,10,100,2,1012114.0,1,2
2015,2,50651,577799,2,1,5,11,113,2,449502.5,1,2
2015,2,48411,713499,3,1,5,5,40,1,865579.0,1,2
2012,1,92929,279299,1,1,5,2,59,2,297907.5,1,2
2009,1,28981,232699,1,1,5,1,127,1,215567.0,1,2
2010,1,71886,229799,1,1,5,5,50,3,263129.0,1,2
2010,1,62284,326699,1,1,5,4,66,1,564900.0,2,2
2017,2,63366,1322599,5,2,5,10,124,1,1357826.0,1,2
2019,1,12194,760599,1,1,5,2,42,2,787716.0,1,2
2018,1,12750,822799,1,2,5,1,16,1,830814.0,1,2
2018,2,16565,835399,3,1,5,1,115,1,866282.0,1,2
2016,2,37032,855799,3,2,5,3,37,1,543509.0,1,2
2012,2,94180,480099,2,1,5,2,114,1,535360.0,1,2
2015,2,22558,731799,3,1,5,3,37,1,543509.0,1,2
2019,1,1424,810499,3,1,5,8,80,1,949380.0,1,2
2018,2,19301,714599,2,1,5,1,38,1,728490.0,1,2
2014,1,58378,511199,3,1,5,1,45,2,537500.0,1,2
2016,1,29947,723299,1,1,5,11,84,1,511273.0,1,2
2019,1,5211,775899,1,1,5,2,42,1,792500.0,1,2
2015,2,60330,589299,1,1,5,11,84,1,598738.0,1,2
2016,2,48538,735299,1,1,5,11,84,1,511273.0,1,2
2012,2,84840,362599,2,1,5,11,113,3,449502.5,1,2
2016,1,49903,710199,3,1,5,1,45,1,740673.0,1,2
2016,2,23293,819799,3,2,5,3,37,1,861570.0,1,2
2011,1,84567,411399,2,1,5,4,27,1,527424.0,1,2
2010,1,97059,313399,1,1,5,2,60,2,369603.0,1,2
2007,1,118121,138499,1,1,5,1,127,1,174413.0,1,2
2010,1,80771,256399,1,1,5,6,72,3,333678.0,1,2
2015,1,41249,768599,2,1,5,4,27,1,527424.0,1,2
2017,1,23384,818699,3,2,5,3,37,1,821351.0,1,2
2009,1,98364,228599,1,1,5,2,59,2,267550.0,1,2
2018,1,9831,872599,2,1,5,4,27,1,896206.0,1,2
2013,2,73366,463099,2,1,5,16,89,1,468675.0,1,2
2016,1,61191,446799,1,1,5,1,104,2,546540.0,1,2
2012,2,77208,404199,1,1,5,11,84,1,511273.0,1,2
2019,1,37231,621699,1,1,5,1,16,1,640400.0,1,2
2008,1,103319,180499,2,1,5,2,7,3,221216.0,1,2
2016,2,83418,788299,3,2,5,3,37,1,803772.0,1,2
2019,1,19605,880499,3,2,5,8,80,1,912789.0,1,2
2014,1,67946,408899,1,1,5,1,117,1,342471.0,1,2
2015,2,68359,1959297,5,2,5,7,52,1,1997355.0,1,2
2008,1,94711,250799,2,1,5,1,106,2,230995.0,1,2
2009,2,126624,859699,5,1,5,7,52,3,873802.0,1,2
2015,2,62730,988599,5,1,5,10,124,1,1003047.0,1,2
2015,2,65477,1067770,5,1,5,10,124,1,1096108.0,1,2
2012,1,94106,267799,1,1,5,2,59,2,297907.5,1,2
2011,2,88446,303099,2,1,5,11,67,4,568118.5,2,2
2015,2,57322,977499,5,1,5,10,124,1,1019294.0,1,2
2017,2,80797,1322391,5,2,5,10,124,1,1332131.0,1,2
2011,2,104496,335199,3,1,5,8,14,2,387478.0,1,2
2019,2,37382,855899,1,1,5,11,84,1,511273.0,1,2
2016,1,82343,680299,3,1,5,1,45,1,749344.0,1,2
2013,1,85984,205499,1,1,5,14,17,1,212655.0,1,2
2012,2,154914,448099,4,1,5,16,70,2,434485.5,1,2
2016,1,97002,1316099,4,2,5,16,103,2,1373101.0,1,2
2014,2,57954,881499,5,1,5,10,124,2,886659.0,1,2
2015,2,41828,1901828,4,1,5,13,29,1,1979240.0,1,2
2015,1,105937,467899,1,1,5,4,66,2,468971.0,1,2
2009,2,106551,187199,2,1,5,5,49,2,302299.0,2,2
2014,2,186392,1030097,3,1,5,7,64,2,1043534.0,1,2
2016,2,97092,571899,1,1,5,1,104,1,588098.0,1,2
2009,1,204972,393799,2,2,5,4,27,1,527424.0,1,2
2014,2,63529,944299,4,1,5,7,32,1,958391.0,1,2
2014,2,94495,768399,5,1,5,10,124,1,785233.0,1,2
2013,2,120349,769999,5,1,5,10,124,1,859043.0,1,2
2012,2,120240,387899,2,1,5,16,89,1,478250.0,2,2
2014,2,160426,411199,2,1,5,7,46,2,322053.0,1,2
2016,2,131550,699599,3,1,5,1,45,1,716494.0,1,2
2014,1,113456,470199,3,1,5,6,107,1,503673.0,1,2
2018,1,19385,453599,1,1,5,1,24,1,588686.0,1,2
2016,1,21465,684899,3,1,5,3,37,1,543509.0,1,2
2018,1,6126,335999,1,1,5,3,69,1,349500.0,1,2
2019,1,3430,558899,1,1,5,1,104,1,570889.0,1,2
2013,1,42627,540899,2,1,5,2,114,1,540999.0,1,2
2016,1,9475,679499,1,1,5,2,61,1,588366.0,1,2
2017,1,20911,684499,1,2,5,1,16,1,638879.0,1,2
2013,1,44515,345199,1,2,5,1,3,2,224614.5,1,2
2018,1,9004,612199,2,1,5,4,12,1,634636.0,1,2
2017,2,65269,727399,1,1,5,2,42,1,729312.0,1,2
2018,1,22938,632199,1,1,5,11,84,1,651829.0,1,2
2011,2,74600,467099,2,1,5,2,114,1,535360.0,1,2
2015,1,57087,232899,1,1,5,9,55,2,306621.0,1,2
2017,2,21687,772799,3,1,5,1,115,1,786370.0,1,2
2010,1,70204,225599,1,1,5,5,50,4,263129.0,3,2
2016,2,50066,422599,3,1,5,10,68,2,379233.5,1,2
2013,2,126789,729399,3,1,5,7,64,2,831639.0,1,2
2013,2,30121,991199,3,1,5,7,64,1,1001200.0,1,2
2016,1,37682,650000,1,1,5,1,16,1,638879.0,1,1
2017,1,28239,2024000,4,1,5,7,23,1,1593500.0,2,1
2012,1,37162,220000,1,1,5,1,10,2,304299.0,2,2
2012,1,62812,160000,1,1,5,1,11,2,300764.0,1,2
2010,1,57886,182000,1,1,5,1,9,2,238999.0,1,2
2011,1,49947,350000,1,1,5,1,92,2,322798.0,3,2
2009,2,106839,700000,4,2,5,15,0,1,1551217.0,1,2
2008,1,86895,185000,1,2,5,2,98,1,242799.0,2,2
2005,2,201521,425000,3,1,5,7,64,2,831639.0,3,2
2017,2,66419,738000,2,1,5,1,26,1,696199.0,1,2
2018,2,16772,871000,3,1,5,1,45,1,749344.0,2,2
2015,1,21425,800000,3,1,5,4,75,1,482951.0,3,2
2011,2,62597,540000,2,1,5,2,114,3,535360.0,3,2
2010,1,26517,168799,1,1,1,1,11,2,300764.0,1,2
2011,1,20354,219199,1,1,1,1,11,1,300764.0,1,2
2015,1,10957,308899,1,1,3,1,11,1,350769.0,1,2
2015,1,17007,355399,1,2,1,1,117,1,375899.0,1,2
2016,1,14927,270699,1,1,1,1,10,1,275517.0,1,2
2015,1,19044,280799,1,1,1,1,11,1,300764.0,1,2
2014,1,33561,349899,1,1,1,2,56,1,369620.0,1,2
2014,1,35238,367099,1,1,3,2,56,1,369366.0,1,2
2018,1,17101,368599,1,1,1,1,117,1,428274.0,1,2
2012,2,30589,325699,1,1,1,1,104,1,398920.0,1,2
2017,1,9867,586199,1,1,3,1,16,1,638879.0,1,2
2014,1,24708,407999,1,1,1,1,104,1,467108.0,1,2
2012,2,35969,326799,1,1,1,1,104,1,331085.0,1,2
2014,1,22306,282599,1,1,2,1,11,1,361404.0,1,2
2010,1,30754,172999,1,1,1,1,9,1,213836.0,1,2
2012,2,39099,293999,1,1,1,1,104,1,353400.0,1,2
2016,1,16906,512499,1,1,1,1,16,1,650784.0,1,2
2012,2,42478,345599,2,1,1,1,105,2,358099.0,1,2
2012,1,35139,201699,1,1,1,1,11,2,262273.0,1,2
2013,1,23634,303199,1,1,1,1,117,1,342471.0,1,2
2017,1,21951,563799,1,1,1,2,42,1,580914.0,1,2
2013,2,54237,251199,1,1,1,1,92,1,286056.0,1,2
2017,1,16337,394399,1,1,1,2,56,1,406500.0,1,2
2018,3,22957,357799,3,1,1,1,41,1,368999.0,1,2
2018,1,5851,315099,1,1,1,1,10,1,390854.0,1,2
2020,1,5644,347299,1,1,3,1,9,1,446075.0,1,2
2013,1,43896,366799,1,1,1,2,56,1,488119.5,1,2
2015,1,37714,409899,1,2,1,4,21,1,346028.0,1,2
2019,1,13026,360999,1,1,2,1,11,2,300764.0,1,2
2012,2,47253,329599,2,1,1,1,105,1,427905.0,1,2
2015,1,39904,256699,1,1,1,1,11,1,300764.0,1,2
2015,1,41175,345399,1,1,1,4,21,2,346028.0,1,2
2014,1,44012,214299,1,1,3,2,44,1,221929.0,1,2
2013,1,25909,216599,1,1,1,2,44,2,288599.0,1,2
2012,2,52072,382699,2,1,1,1,105,1,451699.0,1,2
2011,1,65478,145699,1,1,3,1,9,1,238999.0,2,2
2013,2,46949,360399,1,1,1,11,84,1,374121.0,1,2
2011,1,28153,282799,1,1,1,1,104,1,287038.0,1,2
2014,1,46001,349799,1,1,1,1,104,2,425502.0,1,2
2014,1,37134,264499,1,1,1,1,10,1,346532.0,1,2
2011,1,56073,344999,2,1,1,4,27,1,349602.0,1,2
2013,2,49117,335399,1,1,1,1,104,1,410620.0,1,2
2012,2,49510,346899,2,1,1,1,105,1,366438.0,1,2
2009,1,31579,168999,1,1,1,1,9,1,238999.0,2,2
2008,1,22357,145899,1,1,1,1,9,1,238999.0,2,2
2016,1,33510,271999,1,1,1,1,10,1,304299.0,1,2
2014,2,28652,380599,1,1,1,1,104,1,483940.0,1,2
2015,2,38464,558699,2,1,1,1,26,1,566324.0,1,2
2010,1,41832,266599,1,1,1,1,92,1,332617.0,1,2
2009,1,34845,187999,1,1,1,2,59,1,227529.0,2,2
2014,1,42796,247199,1,1,3,1,10,1,248210.0,1,2
2010,1,50313,209299,1,1,1,1,92,1,322798.0,1,2
2015,1,34254,465299,1,1,1,2,42,1,472975.0,1,2
2012,1,48710,265299,1,1,1,4,21,1,338062.0,1,2
2013,2,42679,351799,2,1,1,1,105,1,465640.0,1,2
2017,1,27073,566199,1,1,1,1,16,1,708040.0,1,2
2010,1,55003,191399,1,1,1,1,92,1,196999.0,1,2
2014,2,53164,355299,1,1,1,1,104,1,467108.0,1,2
2016,1,43386,361499,1,2,1,1,24,1,447096.0,1,2
2014,1,53663,325099,1,1,1,2,56,2,332972.0,1,2
2015,1,34823,309199,1,1,1,1,117,2,342471.0,1,2
2018,1,19748,262499,1,1,3,1,10,1,264999.0,1,2
2009,1,28685,215499,1,1,1,1,104,1,467108.0,1,2
2015,1,52427,354199,1,1,3,4,21,1,368199.0,1,2
2014,1,53009,393099,2,1,1,1,105,1,451699.0,1,2
2010,1,49466,256199,2,1,1,1,105,1,451699.0,2,2
2014,2,42596,446599,2,1,1,2,114,1,535360.0,1,2
2012,2,61164,321499,2,1,1,1,105,1,322584.0,1,2
2013,2,47738,311599,1,1,1,1,104,1,323449.0,1,2
2015,1,46683,271299,1,1,1,1,11,1,300764.0,1,2
2011,1,36078,340899,2,1,3,4,27,2,527424.0,2,2
2018,1,23900,290599,1,1,1,1,10,1,293900.0,1,2
2019,1,14473,354199,1,1,3,3,69,1,362004.0,1,2
2016,1,50698,249899,1,1,2,3,69,1,301463.0,1,2
2009,1,39300,136099,1,1,1,1,9,1,182053.0,1,2
2015,1,33553,565599,1,1,1,2,42,1,603009.0,1,2
2013,2,55995,387899,2,1,1,1,105,1,451699.0,1,2
2016,2,29262,665099,3,1,1,1,115,1,691351.0,1,2
2015,2,46856,406399,1,1,1,1,104,1,523467.0,1,2
2012,2,56552,320799,2,1,1,1,105,1,341700.0,1,2
2018,1,24808,470299,1,1,2,2,56,1,481099.0,1,2
2015,1,22781,253799,1,1,1,2,44,2,288599.0,2,2
2017,1,42709,347399,1,1,1,1,117,1,356082.0,1,2
2017,1,39458,347899,1,1,1,1,117,1,428874.0,1,2
2016,1,57749,393599,1,1,1,2,56,1,458930.0,1,1
2015,2,54409,412399,1,1,1,1,104,1,477381.0,1,1
2014,1,48201,502199,2,1,1,4,27,2,527424.0,1,2
2016,2,37767,666499,3,1,1,1,115,1,831380.0,1,2
2012,1,51369,291199,1,1,3,4,66,2,291821.0,1,2
2012,2,57730,326199,2,1,1,1,105,1,426724.0,1,2
2009,1,40894,187199,1,1,1,2,59,1,297907.5,2,2
2012,2,61443,323099,1,1,1,7,47,1,410740.0,1,2
2010,1,46622,174999,1,1,1,1,92,3,322798.0,2,2
2014,1,58341,363699,1,1,1,2,56,1,488119.5,1,2
2014,1,61465,366199,1,1,1,2,56,1,449703.0,1,2
2014,1,59731,352199,1,1,3,2,56,1,420962.0,1,2
2015,1,47354,554599,1,1,1,2,42,1,603009.0,1,2
2012,1,74046,177699,1,1,1,1,9,1,187995.0,2,2
2016,1,39122,643199,2,1,2,1,26,1,782990.0,1,2
2017,2,36027,602099,2,1,1,1,26,1,696199.0,1,2
2012,2,68582,267599,1,1,1,7,47,1,349296.0,1,2
2016,1,34487,294299,1,1,1,1,11,1,298799.0,1,2
2012,2,75004,304999,2,1,1,1,105,1,451699.0,1,2
2013,1,56654,425799,2,1,1,4,27,1,527424.0,1,2
2015,2,64475,301599,1,1,1,1,92,1,381948.0,1,2
2017,1,36929,268199,1,1,1,1,11,2,284472.0,1,2
2019,2,14151,756999,3,1,1,1,115,2,792979.0,1,2
2017,1,33597,542899,1,1,1,1,16,1,638879.0,1,2
2017,1,34381,297699,1,1,1,1,11,1,303014.0,1,2
2018,1,26548,505999,1,1,3,2,42,2,604516.0,1,1
2013,2,51981,470499,3,1,1,1,45,1,492724.0,1,2
2015,1,59466,528399,1,1,3,2,42,1,547436.0,1,2
2011,1,28912,242899,1,1,1,2,59,3,297907.5,2,2
2016,1,66519,341999,1,1,1,11,84,2,355530.0,1,2
2017,2,65993,407299,1,1,1,2,56,1,432212.0,1,2
2016,1,59746,399099,1,1,1,8,109,1,483986.5,1,2
2015,1,55561,400499,1,1,1,11,84,1,489990.0,1,2
2012,1,51551,276799,1,1,1,4,21,1,283499.0,2,2
2015,2,58080,526699,1,1,1,2,42,2,565700.0,1,1
2011,1,39300,206999,1,1,1,1,127,2,215567.0,2,2
2014,2,57598,320399,2,1,2,2,123,1,466299.0,1,2
2009,1,46177,137699,1,1,1,1,9,1,238999.0,2,2
2015,2,47357,739699,5,1,3,10,124,2,888632.0,1,2
2017,2,39891,601299,3,1,3,1,115,3,616842.0,1,2
2009,1,35305,200899,1,1,1,2,59,1,297907.5,2,2
2012,2,95472,295099,2,1,1,1,105,1,349740.0,1,2
2016,2,43702,500499,1,1,1,1,16,1,608516.0,1,1
2016,2,42210,655399,3,1,1,1,115,2,693275.0,1,2
2015,2,69039,434799,2,1,1,1,105,1,451699.0,1,2
2015,2,63642,401199,1,1,1,1,104,1,411400.0,1,2
2012,2,68930,312499,2,1,1,1,105,1,371700.0,1,2
2013,1,82296,476099,2,1,1,2,114,2,487895.0,1,2
2014,2,64031,411299,1,1,3,1,104,1,455816.0,1,2
2012,1,44269,272999,1,1,1,2,59,1,297907.5,2,2
2016,1,68510,346999,1,1,1,8,109,1,483986.5,1,2
2013,1,66769,311699,1,1,1,2,56,1,488119.5,1,2
2016,1,27806,270399,1,1,1,3,69,2,293049.0,2,2
2015,2,62123,563899,3,1,3,1,93,1,570099.0,1,2
2009,1,48058,222499,2,1,1,1,105,1,230599.0,2,2
2019,2,32575,739599,3,1,1,1,115,1,789304.0,1,2
2016,2,58586,572299,3,1,1,1,115,1,689265.0,1,2
2015,1,64935,360199,1,2,1,1,24,1,362899.0,1,2
2009,1,73461,166199,1,1,1,1,3,1,224614.5,1,2
2019,2,17555,869399,3,1,3,1,115,1,838565.0,1,2
2012,2,72105,374999,2,1,1,1,105,1,478902.0,1,2
2013,2,67401,311399,1,1,1,7,47,1,361940.0,1,2
2014,1,40902,227499,1,1,1,2,44,2,288599.0,2,2
2013,2,69171,347199,2,1,1,1,105,1,347999.0,1,2
2012,2,75435,307699,2,1,1,1,105,1,316838.0,1,2
2013,1,41465,231299,1,1,1,1,10,1,304299.0,2,2
2016,1,44010,253999,1,1,1,3,69,1,349500.0,1,2
2017,2,36073,754799,3,1,1,1,115,1,794500.0,1,2
2017,1,82917,458399,1,1,3,1,16,1,472099.0,1,2
