yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,registered_state,make,model,total_owners,original_price,car_rating,warranty_avail
2011,1,58344,142299,2,1,4,2,7,1,168723.0,1,2
2014,1,33642,417299,2,1,4,2,123,1,466299.0,1,2
2013,1,8767,248499,1,1,4,2,59,1,248599.0,1,2
2012,1,40636,260199,1,1,4,4,21,1,346028.0,1,2
2012,1,21482,284099,1,1,4,1,117,2,286999.0,1,2
2017,1,20577,396199,1,1,4,1,117,1,342471.0,1,2
2015,1,7478,277599,1,1,4,1,10,2,304299.0,1,2
2015,1,34994,423799,2,1,4,4,12,1,423899.0,1,2
2013,1,45056,373599,1,1,4,1,104,2,467108.0,1,2
2012,1,44574,290899,1,1,4,2,59,2,294447.0,1,2
2014,1,35957,226699,1,1,4,1,11,2,300764.0,1,2
2016,1,20385,274299,1,1,4,3,69,1,349500.0,1,2
2016,1,32014,400699,1,1,4,8,109,2,405402.0,1,2
2016,1,9755,520799,2,1,4,11,13,1,520899.0,1,2
2016,1,30367,430299,1,1,4,2,56,1,522605.0,1,2
2016,1,15184,457499,1,1,4,2,56,1,461988.0,1,2
2015,1,27404,448399,1,1,4,2,56,3,450417.0,1,2
2017,1,39459,247199,1,1,4,1,10,1,342590.0,1,1
2010,1,54882,287399,1,1,4,1,104,1,467108.0,1,2
2014,1,9296,322699,1,1,4,1,119,1,380540.0,1,2
2015,1,49377,351799,1,1,4,2,56,1,442622.0,1,2
2014,1,26494,357499,1,1,4,1,117,1,358443.0,1,2
2017,1,11077,409799,1,1,4,1,117,1,415850.0,1,2
2014,1,36709,472799,1,1,4,11,84,1,474290.0,1,2
2012,1,31741,313499,1,1,4,2,59,1,297907.5,1,2
2016,1,4887,298699,1,1,4,1,10,1,304299.0,1,2
2014,1,17416,272099,1,1,4,2,44,1,288599.0,1,2
2016,1,5844,482299,1,1,4,2,56,1,490891.0,1,2
2017,1,1805,482899,1,1,4,2,56,1,496489.0,1,2
2013,2,46910,393699,1,1,4,7,47,1,354299.0,1,2
2013,1,43902,219599,1,1,4,1,10,1,223314.0,1,2
2018,1,27090,418399,1,1,4,1,25,1,506390.5,1,2
2017,1,39825,434199,1,1,4,2,56,1,488119.5,1,2
2012,1,48367,203599,1,1,4,1,11,2,300764.0,1,2
2016,1,1139,485699,1,1,4,2,56,1,494403.0,1,2
2013,1,55905,258499,1,1,4,1,117,1,342471.0,1,2
2011,1,64382,278999,1,2,4,2,59,4,297907.5,1,2
2015,1,17753,240299,1,1,4,1,10,1,240399.0,1,2
2015,1,32936,464599,1,1,4,1,104,1,467108.0,1,2
2014,1,22538,245799,1,1,4,1,10,1,304299.0,1,2
2016,1,25351,547099,1,1,4,2,42,1,561500.0,1,2
2013,1,56689,249199,1,1,4,2,59,1,297907.5,1,2
2016,1,32785,580399,1,2,4,4,66,1,590299.0,1,2
2017,1,25533,555199,1,1,4,1,16,1,638879.0,1,2
2014,1,16107,466399,1,1,4,1,104,1,466463.0,1,2
2011,1,48837,205299,1,1,4,1,9,1,238999.0,1,2
2013,1,59807,389399,1,1,4,1,104,1,390866.0,1,2
2015,1,37260,410799,1,1,4,1,104,1,425500.0,1,2
2011,1,34281,265599,1,1,4,2,59,1,265699.0,1,2
2010,1,60563,230599,1,1,4,2,59,2,234099.0,1,2
2013,1,58406,416099,2,1,4,11,113,1,449502.5,1,2
2019,1,16902,351199,1,1,4,3,69,2,356839.0,1,2
2015,1,49741,473699,2,1,4,1,105,1,497699.0,1,2
2016,1,32919,521699,1,1,4,1,16,1,532395.0,1,2
2018,1,4583,679999,1,1,4,1,16,1,638879.0,1,2
2015,1,68406,337999,1,1,4,4,21,2,346028.0,1,2
2015,1,33435,471399,1,1,4,2,56,1,471545.0,1,2
2010,1,66489,247399,1,1,4,1,117,1,342471.0,1,2
2011,2,68471,393199,1,1,4,1,104,1,467108.0,1,2
2013,1,50976,223899,1,1,4,1,11,1,300764.0,1,2
2017,1,39100,302299,1,1,4,1,10,1,304299.0,1,2
2015,1,7954,324899,1,1,4,1,11,1,402090.0,2,2
2015,1,31300,493199,1,1,4,2,56,2,488119.5,1,2
2010,1,56204,241499,1,1,4,2,59,3,297907.5,1,2
2009,1,20007,207799,1,1,4,1,116,1,213265.0,1,2
2018,1,13677,642399,1,1,4,1,16,1,664100.0,1,2
2011,1,54473,276499,1,2,4,2,59,2,329143.0,1,2
2016,1,16266,487899,1,1,4,1,104,1,493044.0,1,2
2015,1,48057,392699,1,1,4,2,56,1,396717.0,1,2
2014,3,66606,326799,1,1,4,1,117,1,334299.0,1,2
2015,1,30559,429499,1,1,4,2,56,2,488119.5,1,2
2009,1,34558,158799,1,1,4,1,9,1,238999.0,1,2
2015,1,55390,356899,1,1,4,1,117,1,360021.0,1,2
2009,1,49788,226399,2,1,4,4,27,4,527424.0,1,2
2017,1,30348,658399,2,2,4,1,38,1,658499.0,1,2
2016,1,41811,308799,1,1,4,3,69,1,317699.0,1,2
2011,1,71758,314799,2,1,4,11,113,1,449502.5,1,2
2011,1,73402,144699,1,1,4,14,101,1,128120.0,1,2
2013,2,60422,355599,1,1,4,1,104,2,414223.0,1,2
2014,1,56479,259399,1,1,4,1,11,1,261201.0,1,2
2015,1,54112,255499,1,1,4,1,10,1,304299.0,1,2
2018,1,19824,427499,1,1,4,1,24,1,408999.0,1,2
2011,1,71720,226599,1,1,4,2,59,2,258100.0,2,2
2016,1,52907,374999,2,1,4,11,13,1,375099.0,1,2
2015,1,54283,403199,1,1,4,2,56,1,488119.5,1,2
2016,1,54988,373399,1,2,4,1,117,2,375432.0,1,2
2015,1,53317,304599,1,1,4,1,11,1,300764.0,1,2
2012,1,58646,203799,1,1,4,2,44,2,288599.0,1,2
2009,1,47016,203799,1,1,4,1,116,1,213265.0,1,2
2012,1,77355,266799,1,1,4,1,117,1,342471.0,1,2
2013,1,64501,288399,1,1,4,2,59,1,297907.5,1,2
2017,1,71115,708899,1,2,4,11,84,1,511273.0,1,2
2010,1,106705,248299,1,1,4,11,84,2,511273.0,1,2
2016,1,45308,632999,1,2,4,11,84,1,663675.0,1,2
2011,2,80805,401399,1,1,4,1,104,2,401499.0,1,2
2016,1,65640,458599,1,1,4,2,42,1,458699.0,1,2
2018,1,38598,612499,1,2,4,1,16,1,638879.0,1,2
2010,1,75320,155699,1,1,4,1,11,1,159999.0,1,2
2018,2,13960,1526310,5,1,4,21,30,1,1594456.0,1,2
2013,1,70832,356799,2,1,4,4,12,2,360258.0,1,2
2018,1,21509,600799,1,1,4,2,61,1,588366.0,1,2
2014,1,59950,476199,2,1,4,1,105,1,476299.0,1,2
2015,1,55009,432699,1,1,4,2,56,1,488119.5,1,2
2014,1,66904,375899,1,1,4,1,24,1,380307.0,1,2
2016,2,62876,625399,1,1,4,1,16,1,639961.0,1,2
2016,1,61536,561099,1,2,4,1,16,1,638879.0,1,2
2009,1,77165,259999,1,1,4,2,60,2,355277.0,1,2
2009,1,60172,201799,1,1,4,2,59,3,202499.0,2,2
2018,2,7020,903499,3,1,4,1,45,1,903599.0,1,2
2016,1,45907,539899,1,1,4,1,16,1,638879.0,1,2
2009,1,63745,197599,1,1,4,1,116,2,213265.0,1,2
2013,1,88454,362799,1,1,4,1,104,1,467108.0,1,2
2007,1,65402,120199,1,1,4,1,116,2,127294.0,1,2
2014,1,84803,401299,2,1,4,2,123,1,402902.0,1,2
2016,1,54503,518699,2,1,4,1,105,1,538146.0,1,2
2010,1,89700,178899,1,1,4,1,3,1,180061.0,1,2
2007,1,40214,179899,1,1,4,2,59,3,297907.5,2,2
2010,1,73213,259199,1,1,4,2,60,3,355277.0,1,2
2010,1,83908,213399,1,1,4,1,92,1,322798.0,1,2
2014,2,93514,408499,2,1,4,16,89,2,468675.0,1,2
2012,1,71455,297299,1,1,4,2,59,1,297907.5,1,2
2012,1,53513,196999,1,1,4,1,11,2,300764.0,2,2
2015,1,51457,732699,2,2,4,4,27,1,527424.0,1,2
2013,1,87041,214699,1,1,4,2,44,1,288599.0,1,2
2011,1,84008,319399,1,1,4,2,60,2,355277.0,1,2
2017,1,88966,387099,1,2,4,1,24,1,392610.0,1,2
2016,2,46478,774599,3,1,4,1,45,1,800318.0,1,2
2010,1,77896,262599,1,1,4,1,116,1,213265.0,1,2
2011,2,82936,283199,1,1,4,5,50,1,283299.0,1,2
2016,1,86031,256699,1,1,4,3,69,1,349500.0,1,2
2009,1,87978,154999,1,1,4,1,9,1,238999.0,2,2
2010,1,75401,165799,1,1,4,1,11,2,165899.0,1,2
2009,1,47439,202899,1,1,4,2,98,1,242799.0,2,2
2017,1,65919,669299,2,1,4,1,38,1,673360.0,1,2
2016,2,76252,1066255,3,1,4,7,64,1,1116349.0,1,2
2011,2,91145,380099,1,1,4,1,104,1,385220.0,1,2
2016,1,77137,409399,1,1,4,2,56,1,517925.0,1,1
2017,2,84193,1645288,3,2,4,7,65,2,1737570.0,1,2
2017,1,57453,572199,1,1,4,2,42,2,601347.0,1,2
2010,1,80711,181899,1,1,4,1,3,2,224614.5,2,2
2009,1,116752,266799,1,1,4,2,60,1,270499.0,1,2
2013,1,87568,260499,1,1,4,11,84,3,260599.0,1,2
2009,1,78447,158599,1,1,4,1,9,1,158699.0,1,2
2012,3,82862,307699,1,1,4,1,117,1,342471.0,1,2
2010,1,90590,358999,2,1,4,4,27,2,527424.0,3,2
2017,2,30763,1357640,3,2,4,8,58,1,1384156.0,1,2
2014,1,99942,368699,1,1,4,1,24,1,368832.0,1,2
2018,2,62957,1283405,3,2,4,8,58,1,1283506.0,1,2
2007,1,79454,187399,1,1,4,2,59,2,297907.5,2,2
2009,1,116081,180899,1,1,4,2,59,1,297907.5,3,2
2017,1,64886,526399,1,1,4,1,16,2,540339.0,1,2
2015,1,77092,490299,1,1,4,1,16,1,575620.0,1,2
2015,1,71225,437499,1,1,4,2,56,1,441530.0,1,2
2010,1,86174,395499,2,1,4,4,27,1,527424.0,1,2
2016,3,99124,272299,1,1,4,1,10,2,304299.0,1,2
2016,1,60386,433099,1,1,4,11,84,2,511273.0,1,2
2018,2,27963,1355620,3,2,4,8,58,1,1355721.0,1,2
2014,3,76131,266399,1,1,4,1,10,1,304299.0,1,2
2014,1,83012,499999,1,1,4,2,42,1,603009.0,1,2
2018,2,45899,805299,3,1,4,10,18,1,681900.0,1,2
2014,2,81737,330399,1,1,4,18,57,1,338505.5,1,2
2017,2,86128,821199,3,1,4,1,45,2,749344.0,1,2
2012,1,100481,321399,1,1,4,1,104,2,321499.0,1,1
2015,2,79830,709999,3,1,4,1,45,1,848351.0,1,2
2012,1,88590,343299,1,1,4,2,60,2,355277.0,1,2
2012,1,102372,291399,1,2,4,2,59,1,297907.5,1,2
2013,2,84711,532499,2,1,4,1,105,1,532599.0,1,2
2015,1,113465,415199,2,1,4,2,123,1,466299.0,1,2
2015,1,77611,863199,4,2,4,7,32,2,898051.0,1,2
2012,2,105917,330599,2,1,4,16,89,2,468675.0,1,2
2012,1,94879,266499,1,1,4,1,117,1,313983.0,1,2
2009,2,123493,208299,1,1,4,1,104,2,210299.0,1,2
2009,1,131364,181199,1,1,4,2,59,1,297907.5,1,2
2013,2,80576,823999,3,1,4,7,64,2,831639.0,1,2
2011,1,117927,225499,1,1,4,1,117,1,281703.0,1,2
2015,1,93971,459799,2,1,4,1,105,2,464478.0,1,2
2014,1,94847,376499,1,1,4,2,60,2,379846.0,1,2
2014,1,87051,236999,1,1,4,2,44,2,288599.0,1,2
2011,1,125071,308699,2,1,4,1,105,1,308799.0,1,2
2016,3,110584,278799,1,1,4,1,10,1,304299.0,1,2
2019,2,59858,1066053,3,1,4,1,45,1,1116657.0,1,2
2015,1,102809,323099,1,1,4,1,117,1,342471.0,1,2
2012,2,123831,349699,2,1,4,16,89,1,349799.0,1,2
2018,2,79530,816499,3,1,4,4,120,1,847495.0,1,2
2018,2,77157,839299,3,1,4,4,120,1,843444.0,1,2
2010,1,105844,227099,1,1,4,2,59,2,229467.0,1,2
2010,1,95984,208299,1,1,4,1,92,3,322798.0,1,2
2014,2,106190,519999,2,1,4,1,105,1,530525.0,1,2
2016,2,92601,608099,1,1,4,1,16,1,638879.0,1,2
2012,2,123383,473799,2,2,4,11,67,2,473899.0,1,2
2015,2,99046,617999,3,1,4,1,45,1,749344.0,1,2
2014,2,151201,393999,2,1,4,11,113,1,394099.0,1,2
2013,2,162143,433399,1,1,4,1,104,2,439026.0,1,2
2016,1,111419,1000299,3,2,4,2,33,1,1058481.0,1,2
2014,2,120062,492999,1,1,4,1,104,1,505500.0,1,2
2014,3,102760,321499,1,1,4,1,117,1,342471.0,1,2
2013,3,115720,221199,1,1,4,1,10,2,304299.0,1,2
2015,3,160968,320699,1,1,4,1,24,1,320899.0,1,2
2013,2,107995,772599,3,1,4,7,64,2,791500.0,1,2
2014,2,133435,509599,1,1,4,1,104,3,467108.0,1,2
2013,2,146692,391399,2,1,4,11,113,1,449502.5,1,2
2012,2,125767,540299,3,1,4,3,37,2,543509.0,1,2
2016,2,130191,734499,3,1,4,1,45,1,756009.0,1,2
2013,2,93457,1469346,4,2,4,15,1,2,1130407.0,1,2
2011,1,170425,237499,2,1,4,7,46,1,283883.0,1,2
2015,2,109092,1784163,4,1,4,13,29,2,1801971.0,1,2
2014,1,158960,807399,4,2,4,16,82,1,851116.0,1,2
2011,2,163480,249599,1,1,4,5,50,2,263129.0,1,2
2014,2,169488,495199,1,1,4,2,42,1,550050.0,1,2
2017,2,128128,644199,1,1,4,2,42,1,681237.0,1,2
2011,2,206243,306699,3,1,4,10,125,2,646170.0,1,2
2013,2,120100,451599,2,1,4,11,113,1,449502.5,1,2
2012,2,143850,465699,2,1,4,1,105,1,451699.0,1,2
2013,1,122242,1414200,4,1,4,13,39,1,1419000.0,1,2
2014,1,141973,330499,1,1,4,4,21,1,330599.0,1,2
2012,2,128749,995799,5,1,1,7,52,1,1154597.0,1,2
2014,2,312882,792899,3,1,4,7,64,1,792999.0,1,2
2017,1,18451,221199,1,1,4,9,90,1,270034.0,1,1
2017,1,3476,183299,1,2,4,8,77,2,167699.0,1,2
2014,1,10937,340199,1,1,4,1,117,1,342471.0,1,2
2018,1,11972,460899,1,1,4,1,62,1,463798.0,1,2
2014,1,31054,422699,2,1,4,2,123,1,426818.0,1,2
2014,1,38458,351499,1,1,4,1,117,1,342471.0,1,2
2013,1,25478,203399,1,1,4,1,10,1,205399.0,1,2
2016,1,33475,448599,1,1,4,2,56,2,454117.0,1,2
2015,2,17927,629999,2,1,4,1,26,1,637717.0,1,2
2019,1,3139,695499,1,1,4,1,16,1,712343.0,1,2
2014,2,38846,490699,1,1,4,1,104,1,500476.0,1,2
2014,1,17987,406299,1,1,4,2,56,1,488119.5,1,2
2013,1,33351,220999,1,1,4,1,11,1,300764.0,1,2
2013,1,26382,507199,4,1,4,2,78,2,662351.0,1,2
2013,1,25889,339599,1,1,4,2,56,2,342960.0,1,2
2011,1,48598,347899,2,1,4,2,114,2,347999.0,1,2
2010,1,48342,278899,1,1,4,2,60,1,355277.0,1,2
2011,1,48541,143299,1,1,4,14,101,2,128120.0,1,2
2014,1,20656,252699,1,1,4,1,10,1,304299.0,1,2
2014,1,44511,343199,1,1,4,1,117,2,342471.0,1,2
2015,1,38314,311299,1,1,4,1,11,2,300764.0,1,2
2011,3,46733,238299,2,1,4,7,46,2,322053.0,1,2
2013,1,31238,342899,1,1,4,2,56,2,488119.5,1,2
2012,1,37709,344599,1,1,4,2,60,2,355277.0,1,2
2017,1,20176,451399,1,2,4,1,24,1,455828.0,1,2
2010,1,49533,194799,1,1,4,2,98,2,242799.0,2,2
2015,1,35067,368899,1,1,4,4,21,1,346028.0,1,2
2011,1,21572,235399,1,1,4,1,127,1,215567.0,1,2
2011,1,48478,371999,2,1,4,2,114,1,372099.0,1,2
2013,1,26955,223599,1,1,4,1,10,1,304299.0,1,2
2017,1,32862,301999,1,1,4,1,10,1,304299.0,1,2
2011,1,38579,307999,1,1,4,11,84,1,511273.0,1,2
2011,1,55472,259299,1,1,4,1,117,2,342471.0,1,2
2011,1,39489,274199,2,1,4,11,113,3,449502.5,1,2
2014,1,41479,359399,1,1,4,1,117,1,342471.0,1,2
2010,1,31645,259399,2,1,4,1,106,2,230995.0,1,2
2014,3,24140,289199,1,1,4,1,10,1,304299.0,1,2
2015,1,43575,442299,2,1,4,4,12,1,441793.0,1,2
2012,2,57281,357499,1,1,4,2,60,2,355277.0,1,2
2014,1,44857,293799,1,1,4,2,59,1,354490.0,1,2
2012,1,57585,268399,1,1,4,2,59,1,297907.5,1,2
2012,1,60849,231899,1,1,4,4,21,3,346028.0,1,2
2012,1,50611,220299,1,1,4,1,11,1,300764.0,1,2
2019,3,17417,456599,3,1,4,1,41,1,466799.0,1,2
2013,1,54558,235099,1,1,4,2,44,1,288599.0,1,2
2014,1,54813,453399,1,1,4,11,84,1,457521.0,1,2
2017,1,30884,581699,1,1,4,2,42,1,592342.0,1,2
2011,1,49856,230299,1,1,4,5,50,1,263129.0,1,2
2014,1,43134,282499,1,1,4,2,44,1,288599.0,1,2
2010,1,51491,204099,1,1,4,1,116,1,213265.0,1,2
2013,1,52024,312799,1,1,4,4,21,2,346028.0,1,2
2010,1,74680,174899,1,1,4,1,11,1,300764.0,1,2
2013,1,55524,320099,1,1,4,4,21,1,346028.0,1,2
2015,1,48850,565299,1,2,4,11,84,1,565399.0,1,2
2014,1,67087,468899,1,1,4,11,84,1,511273.0,1,2
2015,1,44065,676099,2,1,4,4,27,1,692264.0,1,2
2020,1,15527,664599,1,1,4,1,104,1,467108.0,1,2
2012,2,46331,593299,3,1,4,1,45,2,621237.0,1,2
2013,2,73887,557499,5,1,4,10,124,1,567099.0,1,2
2010,1,51993,254699,1,1,4,2,59,2,297907.5,1,2
2015,1,62124,556999,1,2,4,11,84,1,511273.0,1,2
2007,1,75395,122099,1,1,4,1,127,3,215567.0,2,2
2010,1,41175,264799,1,1,4,2,59,1,297907.5,1,2
2010,1,62724,272199,1,1,4,11,84,1,276999.0,1,2
2017,1,33346,662899,1,2,4,4,66,1,564900.0,1,2
2011,1,68190,199399,1,1,4,5,50,3,199499.0,1,2
2011,1,69474,306599,2,1,4,7,46,1,315699.0,2,2
2011,1,38670,213599,1,1,4,5,50,1,263129.0,1,2
2014,3,64670,302299,1,1,4,2,59,1,297907.5,1,2
2013,2,54675,576699,3,1,4,1,45,1,605517.0,1,2
2014,1,8083,267599,1,1,4,2,44,1,288599.0,1,2
2013,1,44200,207599,1,1,4,2,44,1,288599.0,2,2
2008,1,83232,214899,1,1,4,1,104,2,467108.0,1,2
2010,2,65271,271399,1,1,4,11,84,1,511273.0,1,2
2015,1,79846,529399,3,1,4,1,45,1,529599.0,1,2
2012,2,152460,399899,2,1,4,2,114,1,535360.0,1,2
2015,1,46166,831699,3,1,4,2,33,1,866629.0,1,2
2012,1,70555,189199,1,1,4,1,9,1,238999.0,1,2
2017,1,29397,726599,3,1,4,1,45,1,755699.0,1,2
2010,1,65510,178099,1,1,4,1,11,2,300764.0,2,2
2016,1,61456,506099,1,1,4,1,16,1,506199.0,1,2
2013,1,76864,215199,1,1,4,1,11,1,300764.0,1,2
2010,1,88576,352199,2,1,4,4,27,2,527424.0,1,2
2018,1,34924,1391980,4,2,4,7,32,1,1441500.0,1,2
2010,1,63541,138099,1,1,4,14,101,2,138199.0,2,2
2012,1,72148,196999,1,1,4,1,11,2,300764.0,1,2
2009,1,71582,170499,1,1,4,1,127,1,170599.0,2,2
2015,2,98926,500499,1,1,4,1,104,1,528928.0,1,2
2011,2,105448,221599,1,1,4,5,50,1,263129.0,1,2
2010,3,82156,251799,1,1,4,2,60,3,355277.0,2,2
2012,2,84777,440299,2,1,4,2,114,1,535360.0,1,2
2017,2,22399,1348247,3,2,4,8,58,1,1374172.0,1,2
2015,2,52094,732299,5,1,4,10,124,1,732399.0,1,2
2017,2,13630,926299,3,1,4,1,93,1,974494.0,1,2
2018,1,47926,580699,1,1,4,1,16,1,590756.0,1,2
2015,2,110046,462399,1,1,4,4,66,1,564900.0,1,2
2010,4,94279,284599,2,1,4,4,28,4,331499.0,1,2
2009,1,119014,175499,1,1,4,2,59,3,297907.5,1,2
2012,2,104517,316399,1,1,4,1,92,1,322798.0,1,2
2014,1,69438,330399,1,1,4,1,117,1,332390.0,1,2
2011,1,98999,230299,1,1,4,11,84,1,511273.0,1,2
2008,2,64065,458199,3,1,4,7,64,1,831639.0,1,2
2012,1,95783,385899,1,1,4,1,104,1,385999.0,1,2
2013,1,98773,774299,5,2,4,4,35,1,796500.0,1,2
2012,4,67024,241799,1,1,4,2,59,1,297907.5,2,2
2009,1,63388,182299,1,1,4,1,116,1,213265.0,3,2
2018,2,12039,993099,3,2,4,1,115,1,838565.0,1,2
2013,1,87548,365999,1,1,4,2,60,3,355277.0,1,2
2015,2,58112,1003099,5,1,4,10,124,1,1028131.0,1,2
2019,1,48560,718299,2,2,4,1,38,1,724576.0,1,2
2016,2,73264,750999,3,1,4,1,45,1,800409.0,1,2
2016,2,77241,792699,3,1,4,10,100,1,820389.0,1,2
2016,1,107578,254699,1,1,4,3,69,1,349500.0,1,2
2014,3,87427,338699,1,1,4,1,117,1,338872.0,1,2
2016,2,47802,1657206,3,2,4,7,65,1,1735759.5,1,2
2016,2,94775,933299,3,1,4,2,33,1,972724.0,1,2
2013,2,158768,401099,3,1,4,3,37,1,543509.0,1,2
2012,2,109285,336299,1,1,4,1,92,1,336399.0,1,2
2015,2,88100,569399,2,2,4,11,113,2,449502.5,1,2
2016,2,96122,523999,2,1,4,11,13,1,541399.0,1,2
2013,2,160035,292299,1,1,4,11,84,2,324929.0,1,2
2010,1,74430,182699,1,1,4,5,50,2,263129.0,3,2
2014,2,112959,368599,2,1,4,8,128,1,375290.0,1,2
2012,1,140417,331299,1,1,4,11,84,1,511273.0,1,2
2011,2,112688,687499,5,2,4,15,121,3,687599.0,1,2
2012,4,118882,217399,1,1,4,2,98,3,242799.0,1,2
2012,2,99034,1177557,4,2,4,15,1,2,1130407.0,1,2
2015,3,122289,367299,1,1,4,1,24,2,408999.0,1,2
2014,2,113188,342199,2,1,4,4,12,1,402454.0,1,2
2013,2,178253,782199,3,1,4,7,64,2,806295.0,1,2
2014,2,117430,551399,2,1,4,4,27,2,527424.0,1,2
2014,1,117914,404499,1,1,4,1,104,1,409286.0,1,2
2018,2,94045,825499,3,1,4,1,115,1,838565.0,1,2
2013,2,125780,657499,5,1,4,10,124,1,699758.0,1,2
2011,2,166437,759599,5,2,4,15,121,1,759699.0,1,2
2014,2,101489,914499,3,1,4,7,64,2,921998.0,1,2
2015,2,183798,247799,1,1,4,5,50,1,263129.0,1,2
2013,2,214799,358999,1,1,4,2,60,1,364464.0,1,2
2015,1,122135,540699,2,1,4,4,27,1,558265.0,1,2
2018,2,119308,851799,3,1,4,1,45,1,861500.0,1,2
2012,2,148836,1145742,4,2,4,15,1,1,1193943.0,1,2
2016,2,150831,706499,3,1,4,8,95,1,646493.0,1,2
2015,1,8143,210699,1,2,4,8,77,1,167699.0,1,2
2011,1,38373,189699,1,1,4,5,50,2,197770.0,1,2
2014,1,22409,359899,1,1,4,1,119,1,391624.0,1,2
2011,1,46292,179199,1,1,4,5,50,2,193237.0,1,2
2012,1,41385,361699,2,1,4,1,105,2,451699.0,1,2
2015,1,31433,556299,1,2,4,11,84,1,570699.0,1,2
2014,1,43814,296699,1,1,4,2,59,1,296999.0,1,2
2008,1,19373,158499,1,1,4,1,127,1,215567.0,1,2
2012,1,17736,203499,1,1,4,1,10,1,217993.0,1,2
2012,1,41017,271299,1,2,4,2,59,1,322758.0,1,2
2016,1,18946,251899,1,1,4,1,11,1,299495.0,1,2
2013,1,53085,194399,1,1,4,2,44,2,288599.0,1,2
2016,1,9984,546899,2,1,4,1,105,1,560914.0,1,2
2011,1,36258,156299,1,1,4,14,101,1,128120.0,2,2
2014,1,21690,477199,1,1,4,11,84,1,478693.0,1,2
2014,1,33942,427599,2,1,4,4,12,1,441793.0,1,2
2015,1,46687,461199,1,1,4,2,61,1,475500.0,1,2
2010,1,56737,225699,1,1,4,2,59,2,297907.5,1,2
2007,1,14769,167499,1,1,4,1,116,1,213265.0,1,2
2011,1,44899,268799,1,1,4,1,117,1,342471.0,1,2
2017,1,27809,501199,1,1,4,1,104,1,612394.0,1,1
2012,1,32808,260399,1,1,4,1,117,1,291613.0,1,2
2016,1,28106,301099,1,1,4,3,69,1,349500.0,1,2
2015,1,23648,393999,1,2,4,1,24,1,396474.0,1,2
2018,3,32623,415599,3,1,4,1,41,1,467807.0,1,2
2015,1,25655,396999,1,1,4,2,56,1,402273.0,1,2
2014,1,42559,382399,1,2,4,4,21,1,483010.0,1,2
2014,1,30771,440499,1,1,4,1,104,1,447875.0,1,2
2015,1,18279,281499,1,1,4,2,44,1,288599.0,1,2
2013,1,40795,384899,2,1,4,4,12,1,441793.0,1,2
2013,1,16906,435199,1,1,4,1,104,1,440820.0,1,2
2013,1,35428,327099,1,1,4,7,47,1,354299.0,1,2
2017,1,17868,623199,2,2,4,1,38,1,638139.0,1,2
2010,1,29196,237399,1,1,4,2,59,1,240628.0,1,2
2015,1,10945,426999,1,1,4,2,56,1,440132.0,1,2
2017,1,30191,290799,1,1,4,3,69,1,349500.0,1,2
2015,1,46917,406099,1,1,4,2,56,1,408203.0,1,2
2012,1,66511,408099,2,1,4,4,27,1,413830.0,1,2
2019,3,17397,459599,3,1,4,1,41,1,467807.0,1,2
2012,1,55072,185399,1,1,4,1,11,3,300764.0,1,2
2015,2,37423,592799,1,1,4,2,42,1,664610.0,1,2
2010,1,50769,236199,1,1,4,1,92,1,322798.0,1,2
2012,2,61365,333899,1,1,4,1,104,2,384993.0,1,2
2010,1,61317,253499,2,2,4,1,106,1,230995.0,1,2
2014,1,48809,469499,1,1,4,11,84,1,511273.0,1,2
2010,1,43167,281899,1,1,4,2,60,2,355277.0,1,2
2017,1,36324,577399,1,1,4,2,42,1,603009.0,1,2
2011,1,63042,224299,1,1,4,5,50,1,263129.0,1,2
2015,1,50258,498799,2,2,4,11,113,1,508500.0,1,2
2014,3,61591,332499,1,1,4,1,24,1,346476.0,1,2
2008,1,36244,236899,2,1,4,1,105,1,451699.0,1,2
2010,1,33011,169099,1,1,4,1,127,1,216700.0,1,2
2012,1,52892,464799,4,2,4,16,103,1,806499.0,1,2
2019,1,8333,644899,1,2,4,1,104,1,669963.0,1,2
2014,2,68235,504899,3,1,4,3,37,1,543509.0,1,2
2010,1,62075,244499,1,1,4,1,92,2,322798.0,1,2
2010,1,74934,232799,1,1,4,2,60,1,234300.0,1,2
2015,1,58082,393299,3,1,4,3,37,2,543509.0,1,2
2012,1,58547,515899,3,1,4,1,45,1,521236.0,1,2
2019,2,24435,836099,3,1,4,1,115,1,841500.0,1,2
2012,1,73750,268699,1,1,4,1,117,1,342471.0,1,2
2008,1,55766,136699,1,1,4,2,98,3,242799.0,1,2
2014,1,68868,377899,1,1,4,2,56,1,488119.5,1,2
2018,1,7349,860199,2,1,4,4,27,1,998253.0,1,2
2007,1,94357,157699,1,1,4,1,116,1,213265.0,1,2
2010,2,84008,283699,2,1,4,1,105,2,334628.0,1,2
2010,1,83421,117399,1,1,4,1,11,2,134940.0,1,2
2010,1,98169,144399,1,1,4,2,98,1,242799.0,1,2
2012,1,71493,259899,1,1,4,4,21,1,309462.0,1,2
2013,2,74078,332299,2,1,4,11,113,1,381019.0,1,2
2011,1,76746,209399,1,1,4,2,59,1,238861.0,1,2
2015,3,79847,364699,1,1,4,1,117,1,370140.0,1,2
2019,2,5861,1023431,3,1,4,1,93,1,1086500.0,1,2
2015,2,61564,450699,2,2,4,11,113,2,468572.0,1,2
2015,2,58242,830399,3,1,4,10,100,1,837062.0,1,2
